artist_name,album_title,genre,album_url,artist_url,tags,location,release_date_clean,release_year,description
Satan Tango,Comisaría Covid,punk,https://satantango.bandcamp.com/album/comisar-a-covid?from=search&search_item_id=2326080669&search_item_type=a&search_match_part=%3F&search_page_id=4754991229&search_page_no=1&search_rank=1&search_sig=815054423d282180f81edd5b2a58e2d3,,"punk, alternative rock, noise rock, post-hardcore, Bilbao",,2021-11-21,2021,
Quiet Dusk,Quiet Dusk,ambient,https://quietdusk.bandcamp.com/album/quiet-dusk?from=search&search_item_id=1607391008&search_item_type=a&search_match_part=%3F&search_page_id=4754991378&search_page_no=1&search_rank=1&search_sig=05ad181fccb9cec4dd8fd66973f3cd85,,"ambient, atmospheric, dark ambient, Bilbao",,2013-06-05,2013,
KING CAYMAN,DEATH,punk,https://familyspreerecordings.bandcamp.com/album/fsr007-king-cayman-death-lp?from=search&search_item_id=189916004&search_item_type=a&search_match_part=%3F&search_page_id=4754991545&search_page_no=1&search_rank=1&search_sig=644e0ee4120a3bafa9da12ae11811093,,"madrid, punk, garage, lo-fi, madrid, one man band, subpunk, Spain",,2017-06-11,2017,"KING CAYMAN es el proyecto en solitario de Daniel Treviño. Una bala de cañón de ruido y distorsión que suena a lo-fi, punk y noise: un cruce entre Jon Spencer Blues Explosion, Urban Junior y Marilyn Manson. Juntando melodías pegadizas con voces reverberantes y cavernosas, King Cayman filtra el rock con unas percusiones sencillas pero contundentes. El resultado es un atronador directo cargado de energía.Con una demo y dos álbumes a sus espaldas, King Cayman ha tocado tanto dentro como fuera de España, en festivales como el Low Festival, Vida Festival, Monkey Week o el americano SXSW; además de haber girado por Europa en países como UK, Francia o Italia entre otros. Ha llamado la atención de sellos como el americano The Garbage Shop oel francés Cheao Trash Tapes, además del sello español Tuzz Records, que publicó el último EP de King Cayman, titulado “Nosebleeder”."
Conflict Noise,Agur eta Ohore,rock,https://conflictnoise.bandcamp.com/album/agur-eta-ohore?from=search&search_item_id=4205077424&search_item_type=a&search_match_part=%3F&search_page_id=4754991693&search_page_no=1&search_rank=1&search_sig=34dcf9f841404522157a6d05ac8b2d43,,"death metal, rock, death, Bilbao",,2019-09-27,2019,Chromaticity Studioetan grabatua eta masterizatua (www.chromaticitystudios.com)Artwork Adolfo WB (www.warbanner.eu)
Matutano,PA PAM!!! - El resto sois basura,metal,https://matutano.bandcamp.com/album/pa-pam-el-resto-sois-basura?from=search&search_item_id=3735707179&search_item_type=a&search_match_part=%3F&search_page_id=4754991819&search_page_no=1&search_rank=1&search_sig=c8be062da1107bf2a7e83260c4699500,,"metal, mierda para giraus, Bilbao",,2020-02-01,2020,
MaBy Kerwin,Lofi Ninja,hip-hop/rap,,,,,,,
La Agonía Vivir,"LADV46 - 1991 ""st"" 12""",punk,https://laagoniadevivir.bandcamp.com/album/ladv46-1991-st-12?from=search&search_item_id=3729234297&search_item_type=a&search_match_part=%3F&search_page_id=4754992063&search_page_no=1&search_rank=1&search_sig=63d09fd7607f2ef8e8b4c72809698100,,"bilbao, punk, crust, emo, hardcore, indie, liberación animal, pop, post-rock, postpunk, vegan, Madrid",,2014-11-03,2014,
Gareth Kitch,Mountains,pop,https://garethk.bandcamp.com/album/mountains?from=search&search_item_id=3340093127&search_item_type=a&search_match_part=%3F&search_page_id=4754992206&search_page_no=1&search_rank=1&search_sig=2c693262a0d45c037ac82a5a3c8d9ef0,,"pop, singer-songwriter, Bilbao",,2021-09-09,2021,Pablo Vazquez - DrumsGreg Ondo - BassTim Upton - BassGareth Kitch - all other instruments
3kuad,high spaces,electronic,https://3kuad.bandcamp.com/album/high-spaces?from=search&search_item_id=3324918542&search_item_type=a&search_match_part=%3F&search_page_id=4754992320&search_page_no=1&search_rank=1&search_sig=0f672422d06d172773243f43b22cb08d,,"electronic, ambient electronic, electro, electronica, house, idm, techno, Bilbao",,2021-08-31,2021,
Atlantida,"Una vida, un instante",rock,https://atlantida.bandcamp.com/album/una-vida-un-instante?from=search&search_item_id=3336245214&search_item_type=a&search_match_part=%3F&search_page_id=4754992443&search_page_no=1&search_rank=1&search_sig=e135a9453e2439e9d4082f245bf816d6,,"rock, hardcore, indie, indie rock, popindie, punk rock, Bilbao",,2017-01-06,2017,"Atlantida es una pequeña familia de Rock Enérgico que se gesta en un local de las inmediaciones de Bilbao. Formada en 2015, la banda salió a la calle con un EP autoproducido de 6 temas bajo el nombre “Energía infinita”. Esa energía es la que precisamente da vida a ATLANTIDA.Tras varios cambios en la formación y varias decenas de conciertos a sus espaldas, el grupo se consolida como trío y en Enero de 2017 edita un segundo EP: Una vida, un instante.Actualmente, la banda sigue trabajando sin descanso en la creación de temas para seguir creciendo continuamente como banda y familia, sin dejar de lado los directos, el punto mas potente de transmisión de lo que es ATLANTIDA..,A día de hoy, ATLANTIDA somos:JM Atlantida – Guitarra y vozJon Endika Jauregi – Bajo y corosGaizka Duo – Bateria y coros"
Muérete Band,Muérete Ya,rock,https://muereteya.bandcamp.com/album/mu-rete-ya?from=search&search_item_id=2175675452&search_item_type=a&search_match_part=%3F&search_page_id=4754992573&search_page_no=1&search_rank=1&search_sig=86f1f892b769def0316731405e339497,,"rock, Bilbao",,2016-11-28,2016,
PHLGZ,XTR0P1AN,electronic,https://phlgz.bandcamp.com/album/xtr0p1an?from=search&search_item_id=2532514790&search_item_type=a&search_match_part=%3F&search_page_id=4754992679&search_page_no=1&search_rank=1&search_sig=523a6073b3020bbe21f1c52bb361e415,,"electronic, abstract industrial, cyberpunk, dystopian, electro, glitch, harsh industrial, idm, noise, power electronics, techno, techstep, Bilbao",,2017-05-26,2017,
ZATIKA,Al filo de la navaja,punk,https://zatika.bandcamp.com/album/al-filo-de-la-navaja?from=search&search_item_id=4282797316&search_item_type=a&search_match_part=%3F&search_page_id=4754992777&search_page_no=1&search_rank=1&search_sig=01c8f64590832c723aa6d33cb18ce325,,"punk, punk rock, Bilbao",,2017-04-24,2017,
Empty Files,Remixed Files,alternative,https://emptyfiles.bandcamp.com/album/remixed-files?from=search&search_item_id=4228219855&search_item_type=a&search_match_part=%3F&search_page_id=4754992937&search_page_no=1&search_rank=1&search_sig=051c1b2f0e63ad1c1bbdd87eead11f7d,,"alternative, electronic rock, industrial, trip hop, soundscape, synthpop, Bilbao",,2014-03-18,2014,"Artwork by Rebeka ArceThank you:Tremmme, Triames, Ryan Campos, Semi Source, Trevor Gavilan, Urtzi Iza, Imanol Fortes, Palomita Wilson & Jose Lastra.EF #002© 2014 emptyfileswww.emptyfiles.net"
Nicolás Ceretti,Luciérnagas en el Jardín,alternative,https://nicolasceretti.bandcamp.com/album/luci-rnagas-en-el-jard-n?from=search&search_item_id=1192932909&search_item_type=a&search_match_part=%3F&search_page_id=4754993052&search_page_no=1&search_rank=1&search_sig=ef313a0bbddd59f898ce8e3f5e4c0123,,"acoustic, alternative, folk, Bilbao",,2021-07-06,2021,"Letra y música: Nicolás CerettiNicolás Ceretti: Vox, Coros, Guitarra Acústica, BanjoLisandro Garnero: Guitarra Eléctrica, Synths, CorosDiseño gráfico e ilustración: Sara PrietoGrabado entre Buenos Aires y Bilbao en los estudios de Lisadro Garnero y El Tigre Studios.Mezcla y mastering: Lisandro Garnero"
Motorsex,Single IX,punk,https://motorsex.bandcamp.com/album/single-ix?from=search&search_item_id=1357558422&search_item_type=a&search_match_part=%3F&search_page_id=4754993132&search_page_no=1&search_rank=1&search_sig=48d7d850f0f638b8d66c1cc1d891e6f3,,"punk, alternative, alternative rock, punk, rock, Bilbao",,2017-04-04,2017,"Motorsex: Bernar (drums), Xenen (guitar), Niko (bass) Pela (voice)Recorded at The Rockstudios (Bilbao - Basque Country)by Carlos Creator"
Live Lüla,Blue Sun,ambient,https://livelula.bandcamp.com/album/blue-sun?from=search&search_item_id=1386362604&search_item_type=a&search_match_part=%3F&search_page_id=4754993245&search_page_no=1&search_rank=1&search_sig=9588c457e8e00b21e0a7207d1293806c,,"ambient, chill out, electronic music, Bilbao",,2012-07-15,2012,
Wayne/Neila,Wayne-Neila split,punk,https://neila.bandcamp.com/album/neila-wayne-split?from=search&search_item_id=3098974678&search_item_type=a&search_match_part=%3F&search_page_id=4754993404&search_page_no=1&search_rank=1&search_sig=98a2ece5861838ba599982bb2c91b7e6,,"metal, doom, post-metal, postrock, sludge, split, wayne, Bilbao",,2012-08-08,2012,
lowveld,"fifteen, seventy four [592, 951]",electronic,https://lowveld.bandcamp.com/album/fifteen-seventy-four-592-951?from=search&search_item_id=3363103930&search_item_type=a&search_match_part=%3F&search_page_id=4754993510&search_page_no=1&search_rank=1&search_sig=750351078b3d0d63925c2bb42fe510da,,"electronic, analog, avant-garde, drone, infinite loops, long play, minimalism, Bilbao",,,,"releases January 1, 2030"
lowveld,ø (empty set),electronic,https://lowveld.bandcamp.com/album/empty-set?from=search&search_item_id=1561381062&search_item_type=a&search_match_part=%3F&search_page_id=4754993632&search_page_no=1&search_rank=1&search_sig=55931c35fd6d123f0fa4e1adffbe835a,,"electronic, avant-garde, dark ambient, drone, infinite loops, long play, lossless, minimalism, modular, Bilbao",,2018-07-03,2018,thank you for supporting lossless music
Busker Juice,Busker Juice,rock,https://buskerjuice.bandcamp.com/album/busker-juice-2?from=search&search_item_id=732368525&search_item_type=a&search_match_part=%3F&search_page_id=4754993741&search_page_no=1&search_rank=1&search_sig=d7b2d1ca09078bbfd3a1be1b74972763,,"rock, seventies, vintage rock, Bilbao",,2021-05-12,2021,
LINES,EP,metal,https://twblabel.bandcamp.com/album/raving-lines-ep?from=search&search_item_id=4249949839&search_item_type=a&search_match_part=%3F&search_page_id=4754993855&search_page_no=1&search_rank=1&search_sig=bc8b713460ac03a3404f6f9778519bd9,,"danilo incorvaia, electronic, anthro, b, industrial, noise, plukkk, rvde, t, techno, toxic waste buried, twb, w, France",,2016-06-30,2016,
3kuad,the quiet 3,electronic,https://3kuad.bandcamp.com/album/the-quiet-3?from=search&search_item_id=809576775&search_item_type=a&search_match_part=%3F&search_page_id=4754993970&search_page_no=1&search_rank=1&search_sig=d092c788f814fc9d64b4debe0af3c800,,"60, electronic, jazz, electro, electronica, funk, house, idm, new classical-jazz-improvisation, techno, Bilbao",,2021-06-08,2021,LTJ Bukem
El_Txef_A,We Walked Home Together (Remix Pack II),electronic,https://eltxefa.bandcamp.com/album/we-walked-home-together-remix-pack-ii?from=search&search_item_id=2849323041&search_item_type=a&search_match_part=%3F&search_page_id=4754994048&search_page_no=1&search_rank=1&search_sig=e4b1313e5ec464b8d030584ece01225f,,"electronic, ambient, deep house, house, techno, Bilbao",,2015-07-13,2015,Mastered by Rashad atwww.dubplates-mastering.com2015 Forbidden Colours | 0f0c1LG: BI – 561 – 2015
Maik Falls,Reset,electronic,https://maikfalls.bandcamp.com/album/reset?from=search&search_item_id=2563546323&search_item_type=a&search_match_part=%3F&search_page_id=4754994154&search_page_no=1&search_rank=1&search_sig=3fd5f9664583fae826529d3da9ca3528,,"electronic, chillout, chillwave, downtempo, electronic, electronic music, lounge, trip hop, triphop, Bilbao",,2016-09-20,2016,"Composed and recorded by Maik Falls.Mixed by Fernando Carvalho.Mastered by Estanislao Elorza Oyazalbal (Doctor Master)Vocals by Evguenia Ratsouk (1, 3, 5, 6 & 7) / Irantzu Urquijo (9) / Zoe Belucci (10)Track 3 Contains a vocal loop from the Evguenia Ratsouk recording ""You have come""Track 10 Contains a vocal loop from the Zoe Belucci recording: ""Lights and camera""V-CLIP - : Filmmaker, Nielsen. Actor: Adrian Garcia de lo Ojos. Actress: Leire Alonso VarelaWatch the video:www.youtube.com/watch?v=puYIPE5QC…TUnR94bLC&index=1Artist site:www.maikfalls.comProduced by Collider Records"
Nazca,BONZO,alternative,https://nazca-music-band.bandcamp.com/album/bonzo?from=search&search_item_id=4179623531&search_item_type=a&search_match_part=%3F&search_page_id=4754994276&search_page_no=1&search_rank=1&search_sig=9b9281324ac757ffabe61bef1c75d9cb,,"alternative, alternative, emo indie, post rock, post-hardcore, post-rock, Bilbao",,2016-10-26,2016,"Publicado el 26/10/2016Musica por NAZCAGrabado en ""Mecca Recording Studio""Masterizado en ""Kadifornia Mastering""Diseño y maquetación: Marta Lopez y Fran JIDiseño del desplegable: Raquel Asensi ARTefactos"
PHLGZ,NEBVLAE,electronic,https://phlgz.bandcamp.com/album/nebvlae?from=search&search_item_id=3525017149&search_item_type=a&search_match_part=%3F&search_page_id=4754994369&search_page_no=1&search_rank=1&search_sig=775ab5930963aabdcc19e4dc278bdeac,,"electronic, acid, alien, cyberpunk, darktechno, electro, experimental, extraterrestrial, glitch, idm, industrial, rave, techno, Bilbao",,2020-05-01,2020,"Produced, mixed and mastered at Negative Sphere by Phlgz."
PHLGZ,Logy,electronic,https://phlgz.bandcamp.com/album/logy?from=search&search_item_id=4118359447&search_item_type=a&search_match_part=%3F&search_page_id=4754994484&search_page_no=1&search_rank=1&search_sig=0e68cdd128ebf90eb5ff2507d1abd28c,,"electronic, ambient, cyberpunk, dark ambient, drone, electro, experimental electronic, glitch, idm, power electronics, sound art, techno, Bilbao",,2020-04-02,2020,Recorded and mastered at Negative Sphere by Phlgz.
PHLGZ,P.gram-engaged-ro,electronic,https://phlgz.bandcamp.com/album/p-gram-engaged-ro?from=search&search_item_id=1783176966&search_item_type=a&search_match_part=%3F&search_page_id=4754994607&search_page_no=1&search_rank=1&search_sig=d66b464693f1c14890e0ee10e48c3adc,,"electronic, cyberpunk, electro, glitch, idm, techno, Bilbao",,2013-04-27,2013,
Xabi Basterra,Treintaydos,acoustic,https://xabibasterra.bandcamp.com/album/treintaydos?from=search&search_item_id=2782696557&search_item_type=a&search_match_part=%3F&search_page_id=4754994741&search_page_no=1&search_rank=1&search_sig=29675296ba94725c22b1dd0fc9ca9ae7,,"acoustic, acústico, basque country, basque, bilbao, cantautor, folk pop, singersongwriter, Laudio",,2016-09-29,2016,
Urigellers,Harto y guapo EP,rock,https://urigellers.bandcamp.com/album/harto-y-guapo-ep?from=search&search_item_id=1688503105&search_item_type=a&search_match_part=%3F&search_page_id=4754994845&search_page_no=1&search_rank=1&search_sig=d7a11876173ed5a6a47b0163a4b23be7,,"rock, indie rock, noise rock, shoegaze, Bilbao",,2021-04-14,2021,
Red Crocodile,Eclosion,rock,https://redcrocodile.bandcamp.com/album/eclosion?from=search&search_item_id=2546932892&search_item_type=a&search_match_part=%3F&search_page_id=4754994971&search_page_no=1&search_rank=1&search_sig=cfa34284403641d293629da883d954ba,,"hard rock, rock, Bilbao",,2016-09-30,2016,
Madera,La importancia de llamarse humano,rock,https://miusichole.bandcamp.com/album/maderacore-la-importancia-de-llamarse-humano-2009-mh-006?from=search&search_item_id=1187832448&search_item_type=a&search_match_part=%3F&search_page_id=4754995095&search_page_no=1&search_rank=2&search_sig=1dc633037f9982bc117386b822f367fd,,"alternative, hardcore, metal, pop, punk, screamo, Bilbao",,2009-09-01,2009,"Grabado, mezclado y masterizado en Beard Studios (Bilbao)"
Magmadam/ Pornoise,MEDUSA ELECTRICA split with Anatomia Humana Desmontable,experimental,https://magmadam.bandcamp.com/album/medusa-electrica-split-with-anatomia-humana-desmontable?from=search&search_item_id=1548655542&search_item_type=a&search_match_part=%3F&search_page_id=4754995210&search_page_no=1&search_rank=1&search_sig=8112226e52e072b81acfb90a511a298f,,"experimental, amor, drumms, electronics, energia, experimental, improvisation, noise, power, ruido, sex, Bilbao",,2016-01-01,2016,artwork by Laura Höldein & Victor Dvnkel
Producciones Tudancas,"Control de Plagas & Guillotina ""Split"" LP + CD / PT-04",punk,https://produccionestudancas.bandcamp.com/album/control-de-plagas-guillotina-split-lp-cd-pt-04?from=search&search_item_id=415158497&search_item_type=a&search_match_part=%3F&search_page_id=4754995290&search_page_no=1&search_rank=1&search_sig=5e07776995fd825d43bb8db86f8c627c,,"punk, torrelavega, bilbao, hardcore, hardcore punk, Santander",,2014-11-24,2014,"Control de Plagas & Guillotina ""Split"" LP 12"" + CDEdición 04 tudanca.Pedidos e información a :produccionestudancas@hotmail.comwww.musikaze.com/produccionestudancas"
Smoke Idols,A Means to an End,rock,https://smokeidols.bandcamp.com/album/a-means-to-an-end?from=search&search_item_id=1189726934&search_item_type=a&search_match_part=%3F&search_page_id=4754995380&search_page_no=1&search_rank=1&search_sig=a2b5732adc1f8e17a401fbea74abd0b0,,"rock, alternative rock, british, britpop, idols, indie, indie pop, smoke, smoke idols, Bilbao",,2016-03-18,2016,
Zirikatu Records,"DISWAR ""The World in flames""",punk,https://zirikaturecords.bandcamp.com/album/diswar-the-world-in-flames?from=search&search_item_id=1742743658&search_item_type=a&search_match_part=%3F&search_page_id=4754995491&search_page_no=1&search_rank=1&search_sig=82fac1035fdc4c6f240cfd53e478bf54,,"hardcore, label, punk, rock, sello, Bilbao",,2014-03-06,2014,"Editado originalmento en Vinilo 12"" por los sellos:- La humanidad es la plaga- Chaos666 Records- In my heart empire- Rawmantic Disasters Recordsopen.spotify.com/album/3MWnL3fQMAzdilsDuaRrYJ"
Zirikatu Records,"DISWAR ""Sounds of war""",punk,https://zirikaturecords.bandcamp.com/album/diswar-sounds-of-war?from=search&search_item_id=3574892927&search_item_type=a&search_match_part=%3F&search_page_id=4754995585&search_page_no=1&search_rank=1&search_sig=d53e021fdfd542d77f8f24925e37ea56,,"hardcore, label, punk, rock, sello, Bilbao",,2012-12-12,2012,"Editado originalmente en vinilo de 12"" por lo sellos:- Chaos 666- In my Heart empire- La Humanidad es la plaga- Rawmantic Disastersopen.spotify.com/album/6Gex6GyDjMroARiiW2IwUY"
Iratxe Mugire,La piel transparente,acoustic,https://iratxemugire.bandcamp.com/album/la-piel-transparente?from=search&search_item_id=939241373&search_item_type=a&search_match_part=%3F&search_page_id=4754995675&search_page_no=1&search_rank=1&search_sig=7a79c636cdc4c291b807e707c7490fd2,,"acoustic, cantante vasca, cantautora, rock, acoustic folk, singer-songwriter, Bilbao",,2016-11-22,2016,
Zirikatu Records,"ZR05 - AKAINAK ""Zortziko Txikia""",punk,https://zirikaturecords.bandcamp.com/album/zr05-akainak-zortziko-txikia?from=search&search_item_id=4068904463&search_item_type=a&search_match_part=%3F&search_page_id=4754995754&search_page_no=1&search_rank=1&search_sig=b93dbaa8d914170e7ecc68a040beb591,,"hardcore, label, punk, rock, sello, Bilbao",,2021-02-03,2021,"Grabado en Noviembre de 2020 por Space-Bar Recordings (spacebarrecordings@gmail.com)  con Jabi a las voces, Jondis a la Guitarra, Gaizka al Bajo e Imanol a la Batería.Todos los temas compuestos por AKAINAK. La letra de ""Carbonia"" está basada en el final del libro del mismo título de Nanni Balestrini.La imagen de portada es la obra ""Romería en Santa Lucía en 1925 (Laudio)"" del pintor José Arrue (1885-1977) realizada para el calendario publicitario de la empresa Arcadio D. De Corcuera en 1952; eskerrik asko a su familia por su colaboración desinteresada.akainak.bandcamp.comTambién puedes comprar el CD en:www.musikaze.com/es/musica/sellos/tienda.php?site=ZIRIKATURECORDSó escribiendo azirikaturecords@gmail.com"
Ensemble Klem,Visual OP,electronic,https://zawpklem.bandcamp.com/album/visual-op?from=search&search_item_id=3655567607&search_item_type=a&search_match_part=%3F&search_page_id=4754995849&search_page_no=1&search_rank=1&search_sig=768cc382f30e2c682cd4a834f5b60e26,,"electronic, contemporary, electronica, experimental electronic, improvisation, Bilbao",,2016-09-20,2016,"Personel:victorparra - violinpablomartínezesparza - trumpetainarazubizarreta - fluteizadivélezdemendizabal - bassoonenriquelafuente - double bassiñigoibaibarrriaga - saxophonejuliod´escriván - composition & electronicsAll music by Julio d´EscrivánMixed and mastered by Julio d´Escriván (Huddersfield University Music Studios)Cover design by Iñigo IbaibarriagaProduced by Zawp RecordsThis album has been recorded, mixed and mastered at 44.1kHz/24bitHigh Definition Audio Download FLAC is recommended"
Gravelbed,I Hate Dub Alterations (By Befa),electronic,https://gravelbed.bandcamp.com/album/i-hate-dub-alterations-by-befa?from=search&search_item_id=3806034641&search_item_type=a&search_match_part=%3F&search_page_id=4754995965&search_page_no=1&search_rank=1&search_sig=0b932a44cbfcc205aad3ab94bb757c18,,"dub, electronic, experimental, industrial, ukgrime, alteration, dub, experimental electronic, industrial, remixes, Bilbao",,2021-02-10,2021,All Remixes by Befa
Jonkale,Suspiros Asmáticos,hip-hop/rap,https://jonkale.bandcamp.com/album/suspiros-asm-ticos?from=search&search_item_id=2145298591&search_item_type=a&search_match_part=%3F&search_page_id=4754996120&search_page_no=1&search_rank=1&search_sig=4e225c79522e489696690b5e991a93a3,,"hip-hop/rap, Bilbao",,2016-05-25,2016,"Letras escritas por Jonkale.Producciones por S.Looped.Scratches por Flavour G’z.Grabado por Raul G’z, JaviFlava y S.Looped en AM Records.Mezclado y masterizado por Raul G’z en AM Records.Fotografía y diseño por Edu del Fresno y Raul G’z."
Miusichole Recs.,"Los cosméticos- ""Puro Plástico""- (2018)- MH025",alternative,https://miusichole.bandcamp.com/album/los-cosm-ticos-puro-pl-stico-2018-mh025?from=search&search_item_id=3158608548&search_item_type=a&search_match_part=%3F&search_page_id=4754996268&search_page_no=1&search_rank=1&search_sig=879545913adfc9438eeab928ff5bbe22,,"alternative, hardcore, metal, pop, punk, screamo, garaje, punk, rock, shoegaze, Bilbao",,2018-01-30,2018,"Este albúm ha sido posible gracias al concurso de bandas Rockein! 2017, en el que Los Cosméticos se llevaron el Premio Principal a mejor grupo de Euskadi y Navarra, de entre 129 bandas, y que ha consistido en la grabación de este álbum, entre otras cosas."
Miusichole Recs.,Los Cosméticos- Danze! Zizek! Danze! - (2016)- MH024,alternative,https://miusichole.bandcamp.com/album/los-cosm-ticos-danze-zizek-danze-2016-mh024?from=search&search_item_id=1303693612&search_item_type=a&search_match_part=%3F&search_page_id=4754996342&search_page_no=1&search_rank=1&search_sig=c2df2b25859c80176f4aab4357ad5def,,"alternative, hardcore, metal, pop, pop punk, punk, screamo, garage rock, pop, Bilbao",,2016-12-20,2016,"Los Cosméticos son:- Albert: bajo- Alberto ""Pelos"": bateria- Barrio: guitarra + voz- Colaboraciones en DANZE! ZIZEK! DANZE!: Ane ""Dekot"" voces en In The Hole y Only a Dream; Julieta y sus colegas han hecho los coros finales de Only a Dream.Contacta con ellos en:loscosmeticosband@gmail.com"
Miusichole Recs.,"Diana Lagarto ""S/T"" (2.014)- MH021",alternative,https://miusichole.bandcamp.com/album/diana-lagarto-s-t-2014-mh021?from=search&search_item_id=1834821345&search_item_type=a&search_match_part=%3F&search_page_id=4754996467&search_page_no=1&search_rank=1&search_sig=610f20f752e99df9273b2efb9852bf70,,"alternative, hardcore, metal, pop, punk, screamo, Bilbao",,2014-09-01,2014,"[...]""Cada uno de los ocho cortes que conforman su primer LP contiene un sonido natural en el que estos músicos se desenvuelven a la perfección, DESDE las melodías emotivas que en cualquier momento pueden arder o una base instrumental sólida que pasa con sencillez por sonidos agradables y reconocibles a tonos más discordantes propios de un noise-rock bien encajado. Una combustión espontánea, procedente de la pasión de cuatro músicos que actúa como mecha.""[...] . (Mondosonoro.)"
Miusichole Recs.,"1991- ""S/T"" (2014)- MH022",alternative,https://miusichole.bandcamp.com/album/1991-s-t-2014-mh022?from=search&search_item_id=317789460&search_item_type=a&search_match_part=%3F&search_page_id=4754996580&search_page_no=1&search_rank=1&search_sig=fcd25772f517f67718f57c04d0269ba4,,"alternative, hardcore, metal, pop, punk, screamo, Bilbao",,2014-11-01,2014,
Miusichole Recs.,"Trigger Travis- ""Nada cambia""(2014) - MH020",alternative,https://miusichole.bandcamp.com/album/trigger-travis-nada-cambia-2014-mh020?from=search&search_item_id=480257746&search_item_type=a&search_match_part=%3F&search_page_id=4754996688&search_page_no=1&search_rank=1&search_sig=e057e62fbf5897919946db2696eca5fb,,"alternative, hardcore, metal, pop, punk, screamo, Bilbao",,2014-04-01,2014,"Grabado, mezclado y masterizado en Noisestudioa (Zarautz), por Iosu GonzálezAlbum artwork: Saioa Burutaran / Susi Quiu"
Miusichole Recs.,"Despeñaperros- ""El Foso"" 7"" (2013)- MH019",alternative,https://miusichole.bandcamp.com/album/despe-aperros-el-foso-7-2013-mh019?from=search&search_item_id=96004712&search_item_type=a&search_match_part=%3F&search_page_id=4754996800&search_page_no=1&search_rank=1&search_sig=c08d57366efe2bf43ae7c2ad076a0430,,"alternative, hardcore, metal, pop, punk, screamo, Bilbao",,2013-10-02,2013,"Grabado, mezclado y masterizado por Joni en JIS Sound Design Estudios (Bilbao) durante un fin de semana del Otoño de 2012.Coedición de 320 copias en vinilo de 7"", posible gracias a la colaboración de: MiusicHole Recs, Desfiladero Records, La Agonía de Vivir, Muerte a tipo, In My Heart Empire, Radix Records y El Paso Records (UK)."
Miusichole Recs.,"LARRY BIRD - ""Demo Cd"" (2.013)- MH017",alternative,https://miusichole.bandcamp.com/album/larry-bird-demo-cd-2013-mh017?from=search&search_item_id=837960165&search_item_type=a&search_match_part=%3F&search_page_id=4754996900&search_page_no=1&search_rank=1&search_sig=e426a9fd92ecd5729f59948d5aa7c576,,"alternative, hardcore, metal, pop, punk, screamo, Bilbao",,2013-10-02,2013,"Grabado en los estudios BaserSound de Zaratamo, con Txerran Azaola como técnico, en verano de 2.013.MiusicHole coedita junto a Big Jim! y la propia banda, 300 copias."
Miusichole Recs.,"Control de Plagas - ""ST"" (2013)- MH016",alternative,https://miusichole.bandcamp.com/album/control-de-plagas-st-2013-mh016?from=search&search_item_id=1857564488&search_item_type=a&search_match_part=%3F&search_page_id=4754996994&search_page_no=1&search_rank=1&search_sig=ca3bbeb4843c555c09674a8b70a6e08a,,"alternative, hardcore, metal, pop, punk, screamo, Bilbao",,2013-09-30,2013,"Grabado en BaserSound de Zarátamo (Bizkaia), en verano de 2.013, con Txerran Azaola a los mandos.Coedición junto con Perro Bomba de 300 copias."
Miusichole Recs.,"CRICKBAT- ""¿Por qué? (2013)- MH 015",alternative,https://miusichole.bandcamp.com/album/crickbat-por-qu-2013-mh-015?from=search&search_item_id=980019&search_item_type=a&search_match_part=%3F&search_page_id=4754997095&search_page_no=1&search_rank=1&search_sig=74da08c13de411ce87ff280bd10709be,,"alternative, hardcore, metal, pop, punk, screamo, Bilbao",,2013-06-07,2013,"Grabado y mezclado durante el Verano de 2012 en Bareta Tala Estudios (Bilbao), con Ian y Angel a los mandos. Masterizado en New Alliance East por Nick Zampiello y Rob Gonnella . Coedición de 320 copias en vinilo de 12 pulgadas."
Miusichole Recs.,"DESPEÑAPERROS ""s/t"" (2013)- MH 014",alternative,https://miusichole.bandcamp.com/album/despe-aperros-s-t-2013-mh-014?from=search&search_item_id=278198178&search_item_type=a&search_match_part=%3F&search_page_id=4754997216&search_page_no=1&search_rank=1&search_sig=406fd285500c9fa5505ca2cfb53a0e8e,,"alternative, hardcore, metal, pop, punk, screamo, Bilbao",,2013-03-07,2013,"Grabado por Igor Muniozguren (Fallen, Crickbat...) en 2011. Diseño por Dani Abella. Maquetado por NorDesign. Tirada limitada de 150 copias en CD, serigrafiadas por Brookesa Estudio, y editadas en Marzo de 2013 por MiusicHole y Holocausto."
